case,Pre Buyout Disclosure Declaration Date,date,amount,Unknown Amount,Other Consideration,tenants,address,zip,Supervisor District,neighborhood,lon,lat,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B190890,4/23/19,8/8/19,12000,,,1,4740 Balboa Street,94121,1,Outer Richmond,-122.50955463214909,37.77521620257924,100,6,8,4,29,26,6,2,11,55,1,,,,6
B162342,7/13/16,9/12/16,14580,,,2,772 16th Avenue,94118,1,Outer Richmond,-122.47453282225106,37.773540408422704,100,5,8,4,29,26,6,2,11,54,1,,,,5
B153500,12/29/15,3/2/16,15000,,,1,4640 Balboa Street,94121,1,Outer Richmond,-122.50848322542323,37.775265241598774,100,6,8,4,29,26,6,2,11,55,1,,,,6
B172179,8/22/17,12/20/17,15000,,,2,3214 Balboa Street,94121,1,Outer Richmond,-122.49323553255132,37.775962361964275,100,8,8,4,29,26,6,2,11,55,1,,,,8
B182928,10/19/18,12/19/18,15000,,,2,481 17th Avenue,94121,1,Outer Richmond,-122.47613674568683,37.77894502259601,100,5,8,4,29,26,6,2,11,55,1,,,,5
B161903,6/3/16,7/26/16,15000,,,2,5050 Fulton Street,94121,1,Outer Richmond,-122.48582551546191,37.772555305957816,100,8,8,4,29,26,6,2,11,55,1,,,,8
B173048,,12/8/17,16000,,,1,5533 California Street,94121,1,Outer Richmond,-122.47680746218133,37.7842048423255,100,5,8,4,29,26,6,2,11,55,1,,,,5
B172870,11/13/17,1/30/18,17900,,,1,357 26th Avenue,94121,1,Outer Richmond,-122.48608969115051,37.782780824592905,100,8,8,4,29,26,6,2,11,55,2,,,,8
B172151,8/22/17,12/11/17,18000,,,2,3214 Balboa Street,94121,1,Outer Richmond,-122.49323553255132,37.775962361964275,100,8,8,4,29,26,6,2,11,55,1,,,,8
B193189,,11/22/19,20000,,,2,4544 Fulton Street,94121,1,Outer Richmond,-122.48040737379361,37.77280307164376,100,8,8,4,29,26,6,2,11,55,1,,,,8
B183406,12/19/18,3/11/19,20000,,TRUE,1,318 25th Avenue,94121,1,Outer Richmond,-122.48492738025509,37.7835141039974,100,8,8,4,29,26,6,2,11,55,2,,,,8
B181109,4/3/18,4/3/18,20000,,,2,466 32nd Avenue,94121,1,Outer Richmond,-122.4922245657761,37.78040530318884,100,8,8,4,29,26,6,2,11,55,2,,,,8
B162793,9/1/16,11/2/16,20000,,,1,1545 Balboa Street,94118,1,Outer Richmond,-122.47531286974744,37.77666970840685,100,5,8,4,29,26,6,2,11,54,1,,,,5
B171923,7/26/17,10/10/17,21000,,,2,457 28th Avenue,94121,1,Outer Richmond,-122.48808843784522,37.7807832046853,100,8,8,4,29,26,6,2,11,55,2,,,,8
B161587,5/10/16,9/30/16,21400,,TRUE,2,792 19th Avenue,94121,1,Outer Richmond,-122.47772274475115,37.773035100025275,100,5,8,4,29,26,6,2,11,55,1,,,,5
B152705,9/29/15,11/2/15,22000,,,1,600 24th Avenue,94121,1,Outer Richmond,-122.48346547675202,37.77816650676502,100,8,8,4,29,26,6,2,11,55,1,,,,8
B151070,5/1/15,5/7/15,23500,,,2,866 30th Avenue,94121,1,Outer Richmond,-122.48953092269348,37.77296258843856,100,8,8,4,29,26,6,2,11,55,1,,,,8
B171107,4/27/17,6/28/17,24000,,,2,430 15th Avenue,94118,1,Outer Richmond,-122.47387910311767,37.779972859072636,100,5,8,4,29,26,6,2,11,54,1,,,,5
B190962,5/1/19,8/26/19,25000,,,1,515 23rd Avenue,94121,1,Outer Richmond,-122.48251317468426,37.777958617168444,100,8,8,4,29,26,6,2,11,55,1,,,,8
B160990,3/8/16,1/26/17,25000,,,1,2519 Lake Street,94121,2,Outer Richmond,-122.48644839754179,37.785637446144904,100,2,8,6,29,26,6,1,11,55,2,,,,2
B171123,5/1/17,7/12/17,26000,,,3,543 40th Avenue,94121,1,Outer Richmond,-122.50082310887908,37.778523025125686,100,8,8,4,29,26,6,2,11,55,1,,,,8
B163453,10/28/16,5/11/17,27725,,,2,1728 Cabrillo Street,94121,1,Outer Richmond,-122.47716639639215,37.77482402151647,100,5,8,4,29,26,6,2,11,55,1,,,,5
B180189,1/22/18,5/1/18,30000,,TRUE,1,661 14th Avenue,94118,1,Outer Richmond,-122.47257091755306,37.77571659353138,100,5,8,4,29,26,6,2,11,54,1,,,,5
B150601,3/18/15,7/7/15,30000,,,1,3900 CAbrillo Street,94121,1,Outer Richmond,-122.50043582630778,37.77376028376171,100,8,8,4,29,26,6,2,11,55,1,,,,8
B181727,5/31/18,8/14/18,31992,,,2,5600 Fulton Street,94121,1,Outer Richmond,-122.49173743905808,37.77228579910595,100,8,8,4,29,26,6,2,11,55,1,,,,8
B161080,3/11/16,5/11/16,34000,,,3,606 26th Avenue,94121,1,Outer Richmond,-122.48559971321203,37.777962075124975,100,8,8,4,29,26,6,2,11,55,1,,,,8
B163459,10/31/16,12/21/16,35000,,,2,462 22nd Avenue,94121,1,Outer Richmond,-122.48137546644872,37.779037934412194,100,8,8,4,29,26,6,2,11,55,1,,,,8
B163295,10/13/16,2/8/17,35000,,,1,675 32nd Avenue,94121,1,Outer Richmond,-122.49207699737272,37.77644649750069,100,8,8,4,29,26,6,2,11,55,1,,,,8
B191904,,7/24/19,35000,,,2,5136 Geary Boulevard,94118,1,Outer Richmond,-122.47441036039443,37.78069257405212,100,5,8,4,29,26,6,2,11,54,1,,,,5
B162853,9/7/16,11/18/16,35000,,TRUE,2,4038 Cabrillo Street,94121,1,Outer Richmond,-122.5019030252814,37.7736930579296,100,8,8,4,29,26,6,2,11,55,1,,,,8
B191917,,8/5/19,35000,,,2,570 34th Avenue,94121,1,Outer Richmond,-122.49422580126799,37.77830805797885,100,8,8,4,29,26,6,2,11,55,1,,,,8
B151139,,5/8/15,35307,,TRUE,2,525 42nd Avenue,94121,1,Outer Richmond,-122.50299248038526,37.778759190555824,100,6,8,4,29,26,6,2,11,55,1,,,,6
B170157,1/23/17,3/20/17,38504,,TRUE,2,2315 Balboa Street,94121,1,Outer Richmond,-122.48357524693117,37.776293085009485,100,8,8,4,29,26,6,2,11,55,1,,,,8
B163285,,10/7/16,39597,,,4,471 14th Avenue,94118,1,Outer Richmond,-122.47283125770369,37.77928105112988,100,5,8,4,29,26,6,2,11,54,1,,,,5
B172456,9/26/17,6/1/18,40000,,,3,787 39th Avenue,94121,1,Outer Richmond,-122.49942090367396,37.774023559837595,100,8,8,4,29,26,6,2,11,55,1,,,,8
B152551,9/21/15,11/23/15,40000,,,2,538 22nd Avenue,94121,1,Outer Richmond,-122.48127199344938,37.777584700808575,100,8,8,4,29,26,6,2,11,55,1,,,,8
B191173,5/22/19,12/4/19,40000,,,1,4945 Anza Street,94121,1,Outer Richmond,-122.50115409053866,37.7773626493653,100,8,8,4,29,26,6,2,11,55,1,,,,8
B160894,3/7/16,3/11/16,40000,,,3,558 17th Avenue,94118,1,Outer Richmond,-122.47588908617722,37.777470908653484,100,5,8,4,29,26,6,2,11,54,1,,,,5
B163547,11/3/16,2/6/17,45000,,,1,3535 Anza Street,94121,1,Outer Richmond,-122.48605777510745,37.77805007682763,100,8,8,4,29,26,6,2,11,55,1,,,,8
B190380,2/19/19,8/30/19,45000,,TRUE,2,608 29th Avenue,94121,1,Outer Richmond,-122.48880528315657,37.77778083046092,100,8,8,4,29,26,6,2,11,55,1,,,,8
B152467,9/4/15,10/27/15,45600,,,2,768 44th Avenue,94121,1,Outer Richmond,-122.50466764876361,37.77410663468084,100,8,8,4,29,26,6,2,11,55,1,,,,8
B172301,9/11/17,4/9/18,45670,,,1,782 15th Avenue,94118,1,Outer Richmond,-122.47339676948204,37.77341290717063,100,5,8,4,29,26,6,2,11,54,1,,,,5
B190561,3/15/19,5/6/19,47000,,,5,417 32nd Avenue,94121,1,Outer Richmond,-122.49243125504098,37.781324330161794,100,8,8,4,29,26,6,2,11,55,2,,,,8
B152626,9/25/15,2/27/17,49259,,,1,754 20th Avenue,94121,1,Outer Richmond,-122.4788420003228,37.77366639869599,100,8,8,4,29,26,6,2,11,55,1,,,,8
B171149,5/3/17,7/31/17,50000,,,3,819 27th Avenue,94121,1,Outer Richmond,-122.48652368184727,37.77396218101949,100,8,8,4,29,26,6,2,11,55,1,,,,8
B183200,11/15/18,2/1/19,50000,,,2,5605 California Street,94121,1,Outer Richmond,-122.47759174250159,37.78416927851206,100,5,8,4,29,26,6,2,11,55,1,,,,5
B163452,10/28/16,2/27/17,50000,,,3,1728 Cabrillo Street,94121,1,Outer Richmond,-122.47716639639215,37.77482402151647,100,5,8,4,29,26,6,2,11,55,1,,,,5
B171150,5/3/17,9/11/17,51375,,,3,185 19th Avenue,94121,1,Outer Richmond,-122.47868329019566,37.784480894428945,100,2,8,4,29,26,6,2,11,55,2,,,,2
B172602,10/17/17,4/11/18,52000,,TRUE,1,875 30th Avenue,94121,1,Outer Richmond,-122.48965830032292,37.77281281561814,100,8,8,4,29,26,6,2,11,55,1,,,,8
B190374,2/14/19,5/16/19,52500,,,3,590 45th Avenue,94121,1,Outer Richmond,-122.50598142799853,37.77740312118906,100,6,8,4,29,26,6,2,11,55,1,,,,6
B162937,9/19/16,11/18/16,52500,,,2,1432 clement Street,94118,1,Outer Richmond,-122.4745068913421,37.78255139883491,100,5,8,4,29,26,6,2,11,54,1,,,,5
B162674,8/19/16,5/4/17,54000,,,1,5717 Geary Boulevard,94121,1,Outer Richmond,-122.4806312086834,37.78015150618086,100,8,8,4,29,26,6,2,11,55,1,,,,8
B153174,11/16/15,3/28/16,55000,,,2,6439 - 6443 California Street,94121,1,Outer Richmond,-122.48652500770004,37.783764261732536,100,8,8,4,29,26,6,2,11,55,2,,,,8
B170855,3/28/17,3/28/17,55000,,TRUE,1,2223 Clement Street,94121,1,Outer Richmond,-122.48300228350558,37.78206097549808,100,8,8,4,29,26,6,2,11,55,2,,,,8
B152269,9/10/15,4/6/16,55000,,TRUE,2,220 16th Avenue,94118,1,Outer Richmond,-122.47528489142437,37.783914452662664,100,5,8,4,29,26,6,2,11,54,1,,,,5
B172871,11/13/17,4/25/18,58050,,,1,357 26th Avenue,94121,1,Outer Richmond,-122.48608969115051,37.782780824592905,100,8,8,4,29,26,6,2,11,55,2,,,,8
B170333,2/15/17,6/12/17,59500,,,2,6409 California Street,94121,1,Outer Richmond,-122.48621134495683,37.78377845374957,100,8,8,4,29,26,6,2,11,55,2,,,,8
B190579,3/21/19,12/2/19,60000,,,2,739 40th Avenue,94121,1,Outer Richmond,-122.50054668022817,37.77483448822226,100,8,8,4,29,26,6,2,11,55,1,,,,8
B161231,3/28/16,6/1/16,60000,,,3,525 40th Avenue,94121,1,Outer Richmond,-122.50084773318618,37.77885364264128,100,8,8,4,29,26,6,2,11,55,1,,,,8
B190963,5/1/19,8/21/19,65000,,TRUE,2,517 23rd Avenue,94121,1,Outer Richmond,-122.48251059418732,37.777922878033344,100,8,8,4,29,26,6,2,11,55,1,,,,8
B170155,1/20/17,3/20/17,65000,,TRUE,2,462 22nd Avenue,94121,1,Outer Richmond,-122.48137546644872,37.779037934412194,100,8,8,4,29,26,6,2,11,55,1,,,,8
B180915,3/23/18,12/14/18,70000,,,1,1729 BALBOA Street,94121,1,Outer Richmond,-122.47729310922361,37.77657949673874,100,5,8,4,29,26,6,2,11,55,1,,,,5
B160280,1/29/16,10/18/16,71200,,TRUE,1,740 20th Avenue,94121,1,Outer Richmond,-122.47886009454706,37.77391704728415,100,8,8,4,29,26,6,2,11,55,1,,,,8
B191174,5/22/19,11/5/19,75000,,,3,4945 Anza Street,94121,1,Outer Richmond,-122.50115409053866,37.7773626493653,100,8,8,4,29,26,6,2,11,55,1,,,,8
B163382,10/21/16,1/9/17,77000,,TRUE,1,266 19th Avenue,94121,1,Outer Richmond,-122.47843323588121,37.782945072022954,100,5,8,4,29,26,6,2,11,55,1,,,,5
B153122,,11/9/15,80000,,TRUE,1,489 35th Avenue,94121,1,Outer Richmond,-122.49555018705361,37.779836251651126,100,8,8,4,29,26,6,2,11,55,1,,,,8
B182316,7/31/18,10/31/18,80000,,,1,707 42nd Avenue,94121,1,Outer Richmond,-122.50274139656167,37.77530887963132,100,8,8,4,29,26,6,2,11,55,1,,,,8
B170652,3/17/17,8/29/18,83000,,TRUE,1,134 17th Avenue,94118,1,Outer Richmond,-122.47647001534862,37.78547508842317,100,2,8,4,29,26,6,2,11,54,1,,,,2
B180500,2/14/18,6/21/18,91338,,,2,449 14th Avenue,94118,1,Outer Richmond,-122.47285985419404,37.77968767616568,100,5,8,4,29,26,6,2,11,54,1,,,,5
B161598,5/10/16,11/1/16,97050,,,5,563 38TH Avenue,94121,1,Outer Richmond,-122.49865739053743,37.778254906105325,100,8,8,4,29,26,6,2,11,55,1,,,,8
B190253,2/4/19,2/4/19,100000,,,3,463 30th Avenue,94121,1,Outer Richmond,-122.49022938097868,37.78056818437999,100,8,8,4,29,26,6,2,11,55,2,,,,8
B190960,5/1/19,11/5/19,102000,,TRUE,2,1431 Balboa Street,94118,1,Outer Richmond,-122.47406427499489,37.776726572577694,100,5,8,4,29,26,6,2,11,54,1,,,,5
B190069,1/10/19,4/12/19,150000,,,4,462 25th Avenue,94121,1,Outer Richmond,-122.48472969115628,37.780826152632166,100,8,8,4,29,26,6,2,11,55,2,,,,8
B180187,1/22/18,5/1/18,200000,,,2,659 14th Avenue,94118,1,Outer Richmond,-122.47257354896774,37.77575236721966,100,5,8,4,29,26,6,2,11,54,1,,,,5
B171853,7/17/17,9/15/17,250000,,,1,190 21st Avenue,94121,1,Outer Richmond,-122.48068382476924,37.7842829501703,100,2,8,4,29,26,6,2,11,55,2,,,,2
B180809,3/16/18,7/17/18,1500,,,2,2210 Jackson Street,94115,2,Pacific Heights,-122.43149538101211,37.79292154943961,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B190385,2/20/19,4/26/19,2500,,,3,2814 Clay Street,94115,2,Pacific Heights,-122.43943428412675,37.79010628887155,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B161825,5/25/16,7/27/16,3000,,TRUE,1,2562 Sutter Street,94115,2,Pacific Heights,-122.44258919999335,37.784964385158204,100,103,8,6,30,27,6,1,15,"29,490",1,,,,103
B160897,3/8/16,5/27/16,4000,,,2,2121 Laguna Street,94109,2,Pacific Heights,-122.42921321519779,37.79065077670747,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B153133,11/12/15,12/7/15,5000,,,1,1871 Sacramento Street,94109,2,Pacific Heights,-122.42367221736127,37.79109398409583,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B151971,7/27/15,9/24/15,5658,,,2,2921 Washington Street,94115,2,Pacific Heights,-122.44135692860473,37.79065827786395,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B160710,2/22/16,4/27/16,6000,,,1,2345 Bush Street,94115,2,Pacific Heights,-122.43584969595246,37.786666554822496,100,103,4,6,30,27,6,1,13,"29,490",1,,,,103
B162296,7/11/16,10/6/16,7000,,,1,2159 California Street,94115,5,Pacific Heights,-122.42987249216976,37.789361767827394,100,102,4,11,30,27,9,11,13,"29,490",1,,,,102
B191033,5/7/19,6/26/19,7000,,,2,1998 Broadway Street,94123,2,Pacific Heights,-122.42996418310395,37.794960426315086,89.04,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B170530,2/27/17,6/27/17,7194,,,1,2364 Pacific Avenue,94115,2,Pacific Heights,-122.43417198170319,37.79348134118171,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B163565,11/15/16,1/19/17,7500,,,1,2635 Sacramento Street,94115,2,Pacific Heights,-122.43626155504612,37.78950601844118,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B192360,9/19/19,11/8/19,7517,,TRUE,2,1755 Van Ness Avenue,94109,2,Pacific Heights,-122.42279781172331,37.791760368543876,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B170340,2/16/17,8/16/17,7786,,,1,2364 Pacific Avenue,94115,2,Pacific Heights,-122.43417198170319,37.79348134118171,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B170319,2/10/17,4/10/17,8000,,,2,1761 Vallejo Street,94123,2,Pacific Heights,-122.42624690055854,37.79630543423425,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B183309,12/3/18,1/30/19,8000,,TRUE,1,3110 Clay Street,94115,2,Pacific Heights,-122.44434998465732,37.789489984414466,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B152710,,9/28/15,9500,,,2,2415 Buchanan Street,94115,2,Pacific Heights,-122.4312017066481,37.7921496368168,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B151057,4/30/15,6/25/15,10000,,,2,1930 Sacramento Street,94109,2,Pacific Heights,-122.42470687688466,37.791074760957926,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B183089,11/2/18,1/14/19,10000,,TRUE,1,2890 California Street,94115,2,Pacific Heights,-122.44195547689841,37.78793734133187,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B182598,9/7/18,11/7/18,10000,,,1,1800 Franklin Street,94109,2,Pacific Heights,-122.42411171451775,37.79112148611236,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B163158,9/22/16,11/14/16,10000,,,2,2088 Broderick Street,94115,2,Pacific Heights,-122.44239875724595,37.789565552646465,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B163852,12/14/16,9/18/17,11000,,TRUE,1,1756 Broadway Street,94123,2,Pacific Heights,-122.42601296842895,37.79546647633359,89.04,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B171321,5/15/17,10/11/18,11570,,,1,3099 Washington Street,94115,2,Pacific Heights,-122.4442530562239,37.79028364260326,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B191527,7/2/19,9/13/19,12000,,,1,1950 Gough Street,94109,2,Pacific Heights,-122.4258377339942,37.7913377664419,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B180427,2/9/18,5/15/18,12562,,,2,2554 Pine Street,94115,2,Pacific Heights,-122.4378615371492,37.787477939308836,100,103,4,6,30,27,6,1,13,"29,490",1,,,,103
B182441,,8/17/18,13000,,,1,2269 Sacramento Street,94115,2,Pacific Heights,-122.43021661266191,37.79026867805578,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B170532,2/27/17,6/12/17,14000,,,1,2364 Pacific Avenue,94115,2,Pacific Heights,-122.43417198170319,37.79348134118171,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B183408,12/20/18,5/14/19,14095,,,2,2945 Pacific Avenue,94115,2,Pacific Heights,-122.44375345995523,37.79215359855164,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B152707,9/29/15,9/29/15,14600,,,2,1998 Broadway Street,94123,2,Pacific Heights,-122.42996418310395,37.794960426315086,89.04,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B162662,8/15/16,10/21/16,16500,,,1,2159 California Street,94115,5,Pacific Heights,-122.42987249216976,37.789361767827394,100,102,4,11,30,27,9,11,13,"29,490",1,,,,102
B153252,11/20/15,6/3/16,16813,,,1,2751 Clay Street,94115,2,Pacific Heights,-122.43833346402275,37.79013560281972,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B170659,3/20/17,7/6/17,17473,,,2,1761 Vallejo Street,94123,2,Pacific Heights,-122.42624690055854,37.79630543423425,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B181715,5/29/18,8/14/18,19250,,,2,2040 Franklin Street,94109,2,Pacific Heights,-122.42453568840988,37.79322087311207,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B191315,6/17/19,11/21/19,20000,,,1,1859 Broadway Street,94109,2,Pacific Heights,-122.42766623161985,37.79514347821212,89.04,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B152849,10/15/15,12/23/15,20000,,,2,2988 Pacific Avenue,94115,2,Pacific Heights,-122.44447225706013,37.79217337154115,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B171405,5/31/17,8/29/17,20000,,,4,443 austin Street,94109,5,Pacific Heights,-122.42603931940896,37.78839684100009,100,100,4,11,30,27,9,11,13,"28,858",1,,,,100
B192846,10/11/19,12/4/19,20939,,TRUE,3,1966 Pacific Avenue,94109,2,Pacific Heights,-122.42762899178013,37.794317383062996,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B170341,2/16/17,9/5/17,20953,,TRUE,2,2364 Pacific Avenue,94115,2,Pacific Heights,-122.43417198170319,37.79348134118171,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B180118,1/16/18,4/3/18,23500,,,2,2040 Franklin Street,94109,2,Pacific Heights,-122.42453568840988,37.79322087311207,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B153255,11/20/15,11/18/16,23579,,,2,2751 Clay Street,94115,2,Pacific Heights,-122.43833346402275,37.79013560281972,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B170339,2/16/17,4/9/18,23788,,,2,2364 Pacific Avenue,94115,2,Pacific Heights,-122.43417198170319,37.79348134118171,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B190495,3/7/19,4/19/19,26568,,,1,1705 Octavia Street,94109,5,Pacific Heights,-122.42697984350275,37.78801815769055,100,101,4,11,30,27,9,11,13,"28,858",1,,,,101
B171407,6/1/17,9/19/17,27000,,,1,2504 sacramento Street,94115,2,Pacific Heights,-122.43416372265743,37.78988196058418,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B152709,,9/28/15,27173,,,2,2415 Buchanan Street,94115,2,Pacific Heights,-122.4312017066481,37.7921496368168,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B163721,11/29/16,1/24/17,27500,,TRUE,2,2226 California Street,94115,2,Pacific Heights,-122.43103495320754,37.78932521225965,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B161204,3/28/16,10/5/16,27812,,,2,3080 Jackson Street,94115,2,Pacific Heights,-122.44580894360305,37.791100737412314,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B180893,3/19/18,7/23/18,28000,,,1,2646 California Street,94115,2,Pacific Heights,-122.43792814590708,37.78844833692975,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B161812,5/23/16,8/15/16,29400,,,1,2689 Pine Street,94115,2,Pacific Heights,-122.4400421302555,37.787089918443826,100,103,4,6,30,27,6,1,13,"29,490",1,,,,103
B152847,,10/14/15,29500,,,1,2415 Buchanan Street,94115,2,Pacific Heights,-122.4312017066481,37.7921496368168,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B182772,10/4/18,1/30/19,35000,,,2,1998 Broadway Street,94123,2,Pacific Heights,-122.42996418310395,37.794960426315086,89.04,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B172861,11/9/17,2/19/19,37500,,,1,2425 Buchanan Street,94115,2,Pacific Heights,-122.43121810400727,37.79223406252875,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B153257,11/20/15,6/3/16,40396,,,2,2751 Clay Street,94115,2,Pacific Heights,-122.43833346402275,37.79013560281972,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B153254,11/20/15,6/3/16,40409,,,2,2751 Clay Street,94115,2,Pacific Heights,-122.43833346402275,37.79013560281972,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B153253,11/20/15,6/3/16,40419,,,4,2751 Clay Street,94115,2,Pacific Heights,-122.43833346402275,37.79013560281972,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B170350,2/21/17,6/20/17,41306,,TRUE,1,2833 Sacramento Street,94115,2,Pacific Heights,-122.43952298059156,37.78908730748799,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B151331,,5/28/15,45000,,TRUE,1,51 Wilmot Street,94115,5,Pacific Heights,-122.4327494003129,37.78753919666926,100,101,4,11,30,27,9,11,13,"29,490",1,,,,101
B183386,12/14/18,1/30/19,45000,,TRUE,2,2201 California Street,94115,2,Pacific Heights,-122.43060263948857,37.78926892927111,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B180651,3/2/18,5/7/18,50000,,,1,2040 Franklin Street,94109,2,Pacific Heights,-122.42453568840988,37.79322087311207,100,102,4,6,30,27,9,1,13,"28,858",1,,,,102
B171697,6/29/17,6/29/17,52500,,TRUE,2,1823 Steiner Street,94115,2,Pacific Heights,-122.43504456202294,37.78609767908342,100,103,4,6,30,27,9,1,13,"29,490",1,,,,103
B161206,3/28/16,8/8/16,55000,,TRUE,4,3080 Jackson Street,94115,2,Pacific Heights,-122.44580894360305,37.791100737412314,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B183334,12/12/18,3/6/19,58323,,,1,2321 Scott Street,94115,2,Pacific Heights,-122.43943050985979,37.79116158029612,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B162861,9/9/16,11/17/16,60000,,TRUE,1,2159 california Street,94115,5,Pacific Heights,-122.42987249216976,37.789361767827394,100,102,4,11,30,27,9,11,13,"29,490",1,,,,102
B172918,11/15/17,2/12/18,63300,,,1,2212 Pine Street,94115,2,Pacific Heights,-122.43232493798811,37.78818047291848,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B163723,11/30/16,2/6/17,63500,,,4,1832 Lyon Street,94115,2,Pacific Heights,-122.4454098926397,37.787763644547105,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B163299,10/17/16,2/8/17,65000,,,1,2288 sutter Street,94115,2,Pacific Heights,-122.43802283659757,37.78554477595422,100,103,4,6,30,27,6,1,13,"29,490",1,,,,103
B152264,8/18/15,11/17/15,69500,,,1,2686 Sacramento Street,94115,2,Pacific Heights,-122.43710392416287,37.78951094839964,100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B190982,5/6/19,11/26/19,75000,,,2,3040 Jackson Street,94115,2,Pacific Heights,-122.44518029894729,37.791180756241985,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B191521,6/28/19,10/15/19,75200,,TRUE,4,2467 Pacific Avenue,94115,2,Pacific Heights,-122.43582818479265,37.7931583867253,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B190493,3/7/19,7/29/19,90000,,,1,2982 Clay Street,94115,2,Pacific Heights,-122.44219388437408,37.789760566347006,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B173115,,12/15/17,90521,,TRUE,2,2201 california Street,94115,2,Pacific Heights,-122.43060263948857,37.78926892927111,100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B161208,3/28/16,7/18/16,100000,,,1,3080 Jackson Street,94115,2,Pacific Heights,-122.44580894360305,37.791100737412314,100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
