period,airline,activity,count
201811,Japan Airlines,Deplaned,6321
201109,Mesa Airlines,Deplaned,4591
201408,XL Airways France,Deplaned,2937
201811,China Southern,Deplaned,8360
201810,Philippine Airlines,Enplaned,11120
201607,SAS Airlines,Deplaned,7645
201211,World Airways,Enplaned,271
201306,United Airlines,Enplaned,297792
201609,SkyWest Airlines,Deplaned,172387
201708,American Airlines,Enplaned,175551
201706,Air New Zealand,Deplaned,9081
201011,Air New Zealand,Enplaned,5824
201207,British Airways,Enplaned,17471
201006,British Airways,Deplaned,14844
201704,SkyWest Airlines,Deplaned,153239
201705,Horizon Air,Deplaned,926
201208,Frontier Airlines,Enplaned,20222
201302,Philippine Airlines,Deplaned,9744
201801,Aeromexico,Enplaned,12279
201002,Korean Air Lines,Enplaned,3826
201701,WOW Air,Deplaned,4721
201302,AirTran Airways,Deplaned,5370
201810,Icelandair EHF,Deplaned,3529
201805,Swiss International,Deplaned,9777
201406,Republic Airlines,Enplaned,36
201908,Horizon Air,Enplaned,15964
201002,Lufthansa German Airlines,Deplaned,11826
201411,Virgin America,Enplaned,159302
201609,Southwest Airlines,Thru / Transit,16
201407,Delta Air Lines,Enplaned,157166
201110,JetBlue Airways,Enplaned,42650
201704,Southwest Airlines,Thru / Transit,41
201212,Air France,Deplaned,8180
201803,Virgin America,Deplaned,261199
201804,Jazz Aviation,Deplaned,3541
201902,Aeromexico,Deplaned,11979
201811,Air Canada,Enplaned,31726
201207,KLM Royal Dutch Airlines,Enplaned,11708
201008,China Airlines,Enplaned,9863
201805,TACA,Enplaned,5939
201301,Japan Airlines,Enplaned,5085
201006,KLM Royal Dutch Airlines,Deplaned,10559
201203,Japan Airlines,Enplaned,5957
201812,Alaska Airlines,Enplaned,262163
201201,Frontier Airlines,Enplaned,14992
201904,Compass Airlines,Deplaned,18938
201707,Air India Limited,Enplaned,5878
201707,KLM Royal Dutch Airlines,Deplaned,15980
201908,XL Airways France,Deplaned,4663
201206,All Nippon Airways,Deplaned,7499
201206,Virgin Atlantic,Enplaned,14139
201306,SkyWest Airlines,Enplaned,176606
201609,United Airlines,Deplaned,837440
201902,Hong Kong Airlines Limited,Thru / Transit,270
201405,Air France,Deplaned,13752
201906,China Airlines,Deplaned,9728
201704,United Airlines,Deplaned,858590
201106,Servisair,Enplaned,262
201701,Volaris Airlines,Deplaned,5755
201404,Korean Air Lines,Deplaned,6347
201411,Aeromexico,Enplaned,10325
201010,United Airlines - Pre 07/01/2013,Enplaned,563410
201802,British Airways,Deplaned,13438
201001,Qantas Airways,Deplaned,4273
201903,Asiana Airlines,Enplaned,7717
201809,Virgin Atlantic,Deplaned,15569
201809,All Nippon Airways,Enplaned,6705
201507,KLM Royal Dutch Airlines,Deplaned,12043
201004,Midwest Airlines,Deplaned,3527
201803,Aeromexico,Deplaned,12334
201404,WestJet Airlines,Deplaned,932
201704,Etihad Airways,Deplaned,2930
201708,Volaris Airlines,Deplaned,4553
201207,XL Airways France,Enplaned,1771
201407,Sun Country Airlines,Deplaned,9677
201407,United Airlines,Thru / Transit,6965
201702,British Airways,Deplaned,14792
201311,SAS Airlines,Deplaned,3905
201609,Etihad Airways,Deplaned,6198
201606,WOW Air,Deplaned,4288
201709,Frontier Airlines,Enplaned,26462
201609,Aer Lingus,Deplaned,7207
201901,Philippine Airlines,Deplaned,14561
201803,Qantas Airways,Enplaned,7721
201309,Hawaiian Airlines,Enplaned,7608
201406,China Airlines,Deplaned,10315
201704,Aer Lingus,Deplaned,6707
201505,British Airways,Enplaned,22075
201001,Aeromexico,Enplaned,2927
201306,United Airlines - Pre 07/01/2013,Thru / Transit,7318
201601,American Airlines,Deplaned,169360
201407,Southwest Airlines,Deplaned,157170
201510,Lufthansa German Airlines,Deplaned,23713
201204,Air Canada,Deplaned,18722
201106,Hawaiian Airlines,Enplaned,7506
201305,Lufthansa German Airlines,Enplaned,24879
201703,Philippine Airlines,Enplaned,9387
201205,Asiana Airlines,Deplaned,8557
201507,XL Airways France,Deplaned,4354
201001,Virgin America,Enplaned,91652
201905,WestJet Airlines,Enplaned,11239
201504,Air France,Deplaned,13212
201707,XL Airways France,Deplaned,4672
201908,Air India Limited,Enplaned,7837
201908,KLM Royal Dutch Airlines,Deplaned,16801
201810,SAS Airlines,Enplaned,6209
201005,Frontier Airlines,Enplaned,15733
201607,Philippine Airlines,Deplaned,14675
201706,SkyWest Airlines,Deplaned,156679
201110,Cathay Pacific,Deplaned,16520
201909,Air Italy S.P.A,Deplaned,2526
201902,Qantas Airways,Enplaned,10338
201905,Korean Air Lines,Enplaned,14617
201310,TACA,Deplaned,4056
201006,Virgin Atlantic,Enplaned,10908
201811,Southwest Airlines,Thru / Transit,89
201006,All Nippon Airways,Deplaned,6603
201712,Singapore Airlines,Enplaned,13889
201508,Japan Airlines,Deplaned,7219
201105,Aeromexico,Deplaned,3106
201508,China Southern,Deplaned,6545
201207,Virgin Atlantic,Deplaned,14040
201207,All Nippon Airways,Enplaned,5769
201702,Air France,Deplaned,7210
201104,AirTran Airways,Deplaned,14696
201209,Delta Air Lines,Enplaned,128562
201904,"COPA Airlines, Inc.",Enplaned,7102
201609,Air Canada,Enplaned,42723
201907,SAS Airlines,Deplaned,7517
201304,Swissport USA,Deplaned,399
201308,Sun Country Airlines,Deplaned,7631
201308,United Airlines,Thru / Transit,3788
201909,Hawaiian Airlines,Deplaned,13749
201601,Korean Air Lines,Enplaned,8766
201603,Delta Air Lines,Deplaned,156235
201711,Qantas Airways,Deplaned,7111
201710,SAS Airlines,Deplaned,7057
201505,Air France,Enplaned,15184
201704,Air Canada,Enplaned,33053
201804,Air New Zealand,Deplaned,9487
201606,Hawaiian Airlines,Enplaned,17030
201611,Swissport USA,Deplaned,232
201809,Air India Limited,Deplaned,7216
201809,KLM Royal Dutch Airlines,Enplaned,16102
201008,Mexicana Airlines,Enplaned,5945
201507,All Nippon Airways,Deplaned,7700
201712,EVA Airways,Deplaned,19956
201507,Virgin Atlantic,Enplaned,14202
201701,Lufthansa German Airlines,Enplaned,17053
201410,JetBlue Airways,Deplaned,44137
201612,Philippine Airlines,Enplaned,13723
201412,Frontier Airlines,Deplaned,21222
201811,United Airlines,Deplaned,856628
201403,AirTran Airways,Enplaned,3729
201504,British Airways,Deplaned,19534
201712,Turkish Airlines,Deplaned,9013
201409,Alaska Airlines,Deplaned,55737
201502,China Eastern,Deplaned,5444
201107,Emirates,Enplaned,9330
201308,Southwest Airlines,Deplaned,141269
201109,Swiss International,Enplaned,6220
201105,Virgin America,Deplaned,132594
201705,China Eastern,Enplaned,9210
201707,All Nippon Airways,Deplaned,7275
201102,United Airlines - Pre 07/01/2013,Thru / Transit,8407
201707,Virgin Atlantic,Enplaned,12433
201905,American Airlines,Deplaned,181816
201206,KLM Royal Dutch Airlines,Deplaned,11826
201402,Hawaiian Airlines,Deplaned,7418
201408,Cathay Pacific,Deplaned,18637
201102,SkyWest Airlines,Enplaned,133031
201107,EVA Airways,Enplaned,11749
201711,Virgin America,Enplaned,243443
201212,British Airways,Deplaned,12962
201408,JetBlue Airways,Enplaned,46511
201708,Lufthansa German Airlines,Enplaned,21724
201209,Sun Country Airlines,Deplaned,4009
201210,TACA,Deplaned,4144
201304,SkyWest Airlines,Deplaned,181834
201511,Swiss International,Deplaned,5814
201410,Cathay Pacific,Enplaned,17608
201712,Emirates,Deplaned,13313
201208,AirTran Airways,Deplaned,20875
201308,Delta Air Lines,Enplaned,162018
201811,Aer Lingus,Deplaned,6492
201112,Aeromexico,Enplaned,5035
201204,United Airlines,Enplaned,116676
201603,Sun Country Airlines,Enplaned,3461
201010,China Airlines,Enplaned,9134
201807,Swiss International,Enplaned,9421
201011,Japan Airlines,Enplaned,5312
201209,Air Berlin,Enplaned,2362
201312,SAS Airlines,Enplaned,4043
201107,Singapore Airlines,Deplaned,15778
201112,Virgin America,Enplaned,156536
201307,Hawaiian Airlines,Deplaned,8536
201503,Frontier Airlines,Enplaned,18263
201908,Virgin Atlantic,Enplaned,12626
201209,Southwest Airlines,Deplaned,124771
201404,American Airlines,Enplaned,120168
201908,All Nippon Airways,Deplaned,7578
201103,Swiss International,Enplaned,5061
201105,Qantas Airways,Enplaned,846
201405,British Airways,Deplaned,18631
201206,XL Airways France,Deplaned,2023
201809,XL Airways France,Enplaned,1377
201802,Air France,Deplaned,6938
201711,Aeromexico,Enplaned,13876
201110,Horizon Air,Enplaned,5688
201008,United Airlines - Pre 07/01/2013,Enplaned,584612
201603,Southwest Airlines,Enplaned,142567
201611,SkyWest Airlines,Deplaned,165477
201105,Southwest Airlines,Thru / Transit,104
201502,US Airways,Deplaned,53065
201810,Cathay Pacific,Enplaned,23230
201811,Aeromexico,Deplaned,12237
201902,Air Canada,Enplaned,30400
201608,Air New Zealand,Enplaned,7298
201610,XL Airways France,Deplaned,289
201808,Jazz Aviation,Enplaned,8203
201302,Cathay Pacific,Deplaned,15382
201511,Hawaiian Airlines,Enplaned,12310
201802,Frontier Airlines,Enplaned,17033
201101,Mesa Airlines,Deplaned,4456
201905,Compass Airlines,Enplaned,15209
201010,Singapore Airlines,Enplaned,15343
201312,Horizon Air,Deplaned,5482
201401,Southwest Airlines,Enplaned,110911
201503,Air France,Deplaned,9008
201805,Volaris Airlines,Deplaned,2466
201208,KLM Royal Dutch Airlines,Deplaned,12278
201105,United Airlines,Deplaned,73645
201109,Servisair,Deplaned,98
201201,British Airways,Deplaned,16944
201411,Air Canada,Deplaned,20368
201701,TACA,Enplaned,5843
201711,Aer Lingus,Enplaned,6378
201803,Air Canada,Enplaned,38934
201508,Asiana Airlines,Enplaned,7898
201107,China Airlines,Deplaned,10928
201010,EVA Airways,Deplaned,8556
201103,Hawaiian Airlines,Deplaned,7663
201811,Hong Kong Airlines Limited,Thru / Transit,298
201807,Hawaiian Airlines,Deplaned,16269
201307,Swiss International,Enplaned,6483
201812,Air China,Deplaned,9194
201311,Cathay Pacific,Deplaned,17463
201401,Sun Country Airlines,Enplaned,2815
201605,SkyWest Airlines,Enplaned,181305
201010,Emirates,Deplaned,7235
201404,Compass Airlines,Deplaned,43069
201705,Thomas Cook Airlines,Enplaned,1217
201607,China Eastern,Deplaned,7984
201204,Virgin America,Enplaned,164831
201809,Air Pacific Limited dba Fiji Airways,Deplaned,2088
201206,AirTran Airways,Deplaned,23408
201708,TACA,Enplaned,5589
201011,Asiana Airlines,Deplaned,4082
201001,Air Canada,Deplaned,14300
201311,JetBlue Airways,Enplaned,41604
201901,Iberia,Enplaned,2478
201210,Lufthansa German Airlines,Deplaned,24592
201712,China Airlines,Enplaned,12020
201909,Swiss International,Enplaned,9261
201005,British Airways,Deplaned,14844
201711,United Airlines,Enplaned,913130
201703,China Eastern,Enplaned,7752
201610,Air India Limited,Enplaned,2760
201610,KLM Royal Dutch Airlines,Deplaned,12430
201003,Hawaiian Airlines,Deplaned,7914
201412,Air France,Enplaned,8581
201403,KLM Royal Dutch Airlines,Enplaned,6797
201211,LAN Peru,Deplaned,2982
201809,Icelandair EHF,Deplaned,3263
201904,WestJet Airlines,Deplaned,838
201505,Frontier Airlines,Deplaned,25399
201402,Swiss International,Enplaned,4939
201710,Horizon Air,Enplaned,2898
201901,China Eastern,Deplaned,11773
201907,Horizon Air,Enplaned,16639
201109,Hawaiian Airlines,Deplaned,7084
201811,Qantas Airways,Enplaned,10249
201702,Frontier Airlines,Enplaned,17236
201208,XL Airways France,Deplaned,2436
201904,Korean Air Lines,Deplaned,13465
201112,United Airlines,Enplaned,83654
201204,Aeromexico,Enplaned,2815
201709,British Airways,Deplaned,20438
201810,JetBlue Airways,Deplaned,55188
201601,"COPA Airlines, Inc.",Deplaned,4069
201606,Swiss International,Deplaned,6180
201103,Servisair,Deplaned,64
201104,KLM Royal Dutch Airlines,Deplaned,10482
201401,Delta Air Lines,Deplaned,94858
201302,JetBlue Airways,Enplaned,36717
201211,Air New Zealand,Deplaned,7202
201512,Sun Country Airlines,Deplaned,7695
201512,United Airlines,Thru / Transit,171
201502,Philippine Airlines,Deplaned,10222
201002,TACA,Deplaned,3642
201609,Aeromexico,Deplaned,11437
201705,Philippine Airlines,Enplaned,13355
201501,Sun Country Airlines,Deplaned,4646
201501,United Airlines,Thru / Transit,838
201302,Horizon Air,Enplaned,5609
201704,Aeromexico,Deplaned,14842
201005,Air France,Deplaned,12576
201801,SkyWest Airlines,Enplaned,163493
201008,Emirates,Deplaned,9841
201409,Air China,Enplaned,6310
201810,Horizon Air,Deplaned,5795
201309,Swiss International,Deplaned,6416
201908,Icelandair EHF,Enplaned,3825
201105,Air Canada,Enplaned,24582
201411,United Airlines,Enplaned,683178
201504,Frontier Airlines,Enplaned,18263
201907,JetBlue Airways,Enplaned,61813
201108,Sun Country Airlines,Deplaned,5044
201805,Lufthansa German Airlines,Enplaned,21094
201312,Cathay Pacific,Enplaned,18744
201908,Air Pacific Limited dba Fiji Airways,Enplaned,3066
201612,China Eastern,Enplaned,9401
201902,Southwest Airlines,Thru / Transit,8
201608,Jazz Aviation,Enplaned,2179
201808,Air New Zealand,Enplaned,8891
201903,Japan Airlines,Deplaned,6448
201406,Singapore Airlines,Deplaned,13862
201412,British Airways,Enplaned,16084
201803,United Airlines,Deplaned,877742
201903,China Southern,Deplaned,9421
201905,"COPA Airlines, Inc.",Deplaned,7438
201710,JetBlue Airways,Enplaned,70511
201501,Southwest Airlines,Deplaned,124934
201410,SAS Airlines,Enplaned,6617
201512,Southwest Airlines,Deplaned,138104
201203,Asiana Airlines,Deplaned,6440
201709,Air France,Deplaned,19768
201108,Southwest Airlines,Deplaned,134564
201311,Horizon Air,Enplaned,5128
201301,Asiana Airlines,Deplaned,8615
201902,United Airlines,Deplaned,688177
201906,Emirates,Enplaned,14459
201609,Virgin America,Deplaned,198667
201904,American Airlines,Enplaned,156084
201208,All Nippon Airways,Deplaned,7943
201108,Air Berlin,Enplaned,3251
201208,Virgin Atlantic,Enplaned,13747
201704,Virgin America,Deplaned,207136
201406,EVA Airways,Enplaned,15687
201803,Southwest Airlines,Thru / Transit,93
201106,Swiss International,Deplaned,6317
201107,United Airlines - Pre 07/01/2013,Deplaned,630951
201112,Air Canada,Deplaned,18284
201205,Japan Airlines,Enplaned,6572
201610,Virgin Atlantic,Enplaned,11242
201902,Aer Lingus,Deplaned,5502
201610,All Nippon Airways,Deplaned,6595
201007,SkyWest Airlines,Deplaned,151429
201512,Delta Air Lines,Enplaned,142684
201403,Virgin Atlantic,Deplaned,9673
201403,All Nippon Airways,Enplaned,6513
201906,EVA Airways,Enplaned,22065
201501,Delta Air Lines,Enplaned,94713
201707,Air Pacific Limited dba Fiji Airways,Enplaned,3405
201406,Emirates,Enplaned,9884
201408,SAS Airlines,Deplaned,7623
201906,Turkish Airlines,Enplaned,10180
201012,LAN Peru,Enplaned,3285
201303,Air New Zealand,Enplaned,6602
201405,Frontier Airlines,Enplaned,19515
201807,WOW Air,Enplaned,7708
201108,Delta Air Lines,Enplaned,148975
201712,SkyWest Airlines,Thru / Transit,38
201008,Singapore Airlines,Enplaned,13213
201503,British Airways,Deplaned,18040
201201,Air France,Deplaned,7366
201411,Aer Lingus,Enplaned,3855
201510,TACA,Deplaned,4212
201711,Air Canada,Deplaned,28940
201207,AirTran Airways,Enplaned,25832
201506,SkyWest Airlines,Deplaned,171471
201104,Virgin Atlantic,Enplaned,8971
201312,JetBlue Airways,Deplaned,46125
201104,All Nippon Airways,Deplaned,4831
201704,Qantas Airways,Enplaned,6727
201906,Singapore Airlines,Deplaned,15501
201305,TACA,Enplaned,5012
201907,Cathay Pacific,Deplaned,28315
201710,Cathay Pacific,Deplaned,16576
201803,Aer Lingus,Deplaned,7165
201012,Air New Zealand,Enplaned,7598
201609,Qantas Airways,Enplaned,7457
201006,AirTran Airways,Deplaned,22294
201303,LAN Peru,Enplaned,3439
201212,Frontier Airlines,Enplaned,16137
201601,Compass Airlines,Enplaned,19927
201411,Etihad Airways,Enplaned,3217
201008,EVA Airways,Deplaned,15309
201310,Lufthansa German Airlines,Deplaned,23387
201001,United Airlines,Enplaned,49746
201602,Japan Airlines,Deplaned,5743
201702,Southwest Airlines,Enplaned,114709
201602,China Southern,Deplaned,5771
201904,Aer Lingus,Enplaned,7287
201907,Air China,Enplaned,10912
201406,Virgin Atlantic,Enplaned,10881
201103,LAN Peru,Deplaned,3218
201406,All Nippon Airways,Deplaned,6805
201208,EVA Airways,Enplaned,12516
201601,Virgin America,Deplaned,169047
201403,Emirates,Deplaned,10666
201610,Emirates,Enplaned,11907
201710,Air China,Enplaned,10163
201107,AirTran Airways,Deplaned,28778
201505,Southwest Airlines,Deplaned,156212
201410,Alaska Airlines,Enplaned,57386
201509,Philippine Airlines,Deplaned,8520
201605,Lufthansa German Airlines,Enplaned,22729
201010,KLM Royal Dutch Airlines,Enplaned,10566
201111,Philippine Airlines,Enplaned,8947
201409,JetBlue Airways,Enplaned,42561
201802,Delta Air Lines,Deplaned,101849
201511,Air New Zealand,Enplaned,8706
201608,Hawaiian Airlines,Enplaned,16862
201208,Singapore Airlines,Deplaned,16282
201103,Air New Zealand,Deplaned,7992
201702,Sun Country Airlines,Enplaned,3331
201105,Korean Air Lines,Enplaned,6696
201407,British Airways,Enplaned,18315
201801,Volaris Airlines,Deplaned,5326
201306,XL Airways France,Thru / Transit,526
201104,Emirates,Enplaned,7428
201807,Air New Zealand,Deplaned,9278
201207,United Airlines - Pre 07/01/2013,Enplaned,658976
201105,WestJet Airlines,Enplaned,7145
201505,Sun Country Airlines,Deplaned,8198
201505,United Airlines,Thru / Transit,372
201001,American Airlines,Enplaned,112859
201101,Asiana Airlines,Enplaned,4123
201601,Aeromexico,Deplaned,12444
201006,United Airlines - Pre 07/01/2013,Deplaned,568326
201308,Air France,Enplaned,19596
201008,All Nippon Airways,Enplaned,5596
201704,Compass Airlines,Enplaned,45165
201008,Virgin Atlantic,Deplaned,11111
201811,"COPA Airlines, Inc.",Deplaned,7664
201609,Compass Airlines,Enplaned,26846
201003,Air New Zealand,Deplaned,6352
201601,Qantas Airways,Enplaned,6866
201804,Swiss International,Enplaned,9000
201411,American Airlines,Enplaned,118663
201611,TACA,Deplaned,4944
201711,Korean Air Lines,Deplaned,11308
201812,Horizon Air,Deplaned,8016
201610,Singapore Airlines,Deplaned,10968
201802,Sun Country Airlines,Enplaned,3690
201803,American Airlines,Deplaned,155019
201109,LAN Peru,Deplaned,2209
201104,EVA Airways,Enplaned,9500
201403,Singapore Airlines,Enplaned,13411
201011,Mesa Airlines,Enplaned,7129
201808,WOW Air,Deplaned,9376
201712,Air Pacific Limited dba Fiji Airways,Deplaned,2071
201209,Air France,Enplaned,21274
201304,TACA,Deplaned,5297
201006,Mexicana Airlines,Deplaned,10051
201210,SkyWest Airlines,Deplaned,188016
201009,Philippine Airlines,Deplaned,10508
201702,Delta Air Lines,Deplaned,94320
201102,TACA,Enplaned,4382
201211,Hawaiian Airlines,Deplaned,8100
201401,Frontier Airlines,Enplaned,13118
201809,China Airlines,Enplaned,8229
201409,Cathay Pacific,Deplaned,16665
201603,Air France,Deplaned,9972
201904,United Airlines,Enplaned,913891
201312,Air China,Deplaned,7991
201505,Delta Air Lines,Enplaned,138944
201902,American Airlines,Deplaned,140875
201206,China Airlines,Deplaned,10194
201610,Turkish Airlines,Enplaned,7790
201112,Korean Air Lines,Deplaned,5573
201208,Emirates,Enplaned,9720
201109,Air New Zealand,Deplaned,6413
201906,Virgin Atlantic,Enplaned,13659
201104,Singapore Airlines,Deplaned,13554
201403,EVA Airways,Deplaned,14791
201906,All Nippon Airways,Deplaned,6906
201408,Alaska Airlines,Deplaned,68330
201802,Southwest Airlines,Enplaned,130383
201610,EVA Airways,Enplaned,17259
201405,Sun Country Airlines,Enplaned,5953
201212,Southwest Airlines,Enplaned,130020
201504,Delta Air Lines,Deplaned,127887
201404,Aeromexico,Enplaned,10390
201010,Virgin Atlantic,Deplaned,10112
201010,All Nippon Airways,Enplaned,6928
